,Unnamed: 0,File,V_Neg,V_Neut,V_Pos,A_Neut,A_Pos,Laning,Shopping,Returning,Roaming,Fighting,Pushing,Defending,Dead,Misc
6794,3271,74_06_01.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6796,3301,35_05_02.mp4,0,0,1,0,1,0,0,1,0,0,0,0,0,0
6797,5270,233_04_02.mp4,1,0,0,0,1,0,0,0,1,0,0,0,0,0
6798,3146,104_01_01.mp4,0,0,1,1,0,0,0,0,0,1,0,0,0,0
6799,4379,235_01_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6801,1963,203_05_03.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6802,4238,70_06_01.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6803,791,20_01_03.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6804,1435,28_01_02.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0
6805,3392,230_06_01.mp4,0,0,1,0,1,0,0,0,0,1,0,0,0,0
6806,4132,216_04_02.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6807,5078,79_01_02.mp4,1,0,0,1,0,0,0,0,1,0,0,0,0,0
6808,3222,151_01_02.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
6809,3465,233_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
6810,3275,198_03_02.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6811,1321,236_01_02.mp4,1,0,0,1,0,0,1,0,0,0,0,0,0,0
6812,3665,75_05_02.mp4,0,0,1,0,1,0,0,0,1,0,0,0,0,0
6814,614,40_06_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6816,5340,238_06_03.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
6818,2372,121_02_01.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6819,684,163_01_01.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
6820,1551,232_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
6821,4328,154_05_02.mp4,1,0,0,1,0,0,0,0,1,0,0,0,0,0
6822,3050,115_03_02.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6823,4873,175_02_03.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6825,4393,235_01_03.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6827,4588,189_06_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6829,2154,208_03_02.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6831,259,219_03_01.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
6832,2576,171_04_01.mp4,1,0,0,1,0,0,0,0,1,0,0,0,0,0
6833,1318,9_01_01.mp4,0,0,1,0,1,0,0,1,0,0,0,0,0,0
6836,791,20_01_03.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6837,4989,209_04_02.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6840,4209,222_06_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6843,2337,184_02_02.mp4,0,0,1,1,0,0,0,0,0,0,1,0,0,0
6844,4007,189_04_03.mp4,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6845,2156,46_03_01.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0
6846,820,33_07_02.mp4,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6847,5486,212_05_03.mp4,0,0,1,1,0,0,0,0,0,0,1,0,0,0
6848,813,79_02_01.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
6849,3730,139_03_03.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6852,146,74_05_02.mp4,0,0,1,0,1,0,0,0,0,1,0,0,0,0
6853,1993,220_01_03.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6854,1534,147_01_02.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
6857,4425,217_04_02.mp4,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6860,2576,171_04_01.mp4,1,0,0,1,0,0,0,0,1,0,0,0,0,0
6862,2940,147_06_03.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
6866,1870,239_05_03.mp4,0,0,1,1,0,0,0,0,0,0,1,0,0,0
6868,1993,220_01_03.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6869,1779,231_05_03.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
6871,2014,219_01_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6872,5154,85_05_02.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
6875,4379,235_01_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6876,347,48_06_01.mp4,0,0,1,0,1,0,0,0,1,0,0,0,0,0
6877,4379,235_01_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6878,4132,216_04_02.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6879,2742,6_04_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
6881,2215,181_05_01.mp4,0,0,1,0,1,0,0,0,0,1,0,0,0,0
6883,3231,67_03_03.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
6884,1239,198_01_02.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6887,4425,217_04_02.mp4,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6891,3465,233_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
6892,2434,69_06_01.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6893,2576,171_04_01.mp4,1,0,0,1,0,0,0,0,1,0,0,0,0,0
6896,269,154_02_03.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
6897,5362,148_05_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6898,1886,91_01_03.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6899,3004,69_01_03.mp4,1,0,0,1,0,0,0,1,0,0,0,0,0,0
6901,1055,191_04_02.mp4,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6902,2041,133_01_02.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
6904,2372,121_02_01.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6905,2762,239_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
6908,4379,235_01_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6909,3231,67_03_03.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
6910,3465,233_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
6915,2372,121_02_01.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6917,4558,37_03_03.mp4,1,0,0,1,0,0,1,0,0,0,0,0,0,0
6918,2629,239_02_03.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6920,5486,212_05_03.mp4,0,0,1,1,0,0,0,0,0,0,1,0,0,0
6921,1434,184_05_02.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6924,696,218_05_02.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0
6925,1321,236_01_02.mp4,1,0,0,1,0,0,1,0,0,0,0,0,0,0
6926,4319,21_01_02.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6928,412,71_03_03.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
6929,271,223_07_01.mp4,0,1,0,0,1,0,0,1,0,0,0,0,0,0
6933,4275,8_01_03.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
6934,1993,220_01_03.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6937,3198,31_05_02.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
6938,4083,192_04_02.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6939,1551,232_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
6940,3004,69_01_03.mp4,1,0,0,1,0,0,0,1,0,0,0,0,0,0
6941,4145,98_05_01.mp4,0,0,1,1,0,0,0,0,0,0,0,0,1,0
6942,5405,57_05_01.mp4,0,0,1,0,1,0,0,0,0,1,0,0,0,0
6943,1155,203_04_02.mp4,1,0,0,0,1,0,0,0,1,0,0,0,0,0
6944,962,106_01_03.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
6945,72,104_01_02.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6949,4007,189_04_03.mp4,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6952,1877,172_04_01.mp4,1,0,0,1,0,0,0,0,1,0,0,0,0,0
6954,3767,95_04_01.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
6955,2546,120_04_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6956,641,222_04_02.mp4,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6957,17,109_05_02.mp4,0,0,1,0,1,0,0,0,1,0,0,0,0,0
6958,4007,189_04_03.mp4,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6959,172,216_03_01.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
6960,5362,148_05_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6961,2569,192_01_01.mp4,0,0,1,1,0,0,0,0,0,0,0,1,0,0
6962,347,48_06_01.mp4,0,0,1,0,1,0,0,0,1,0,0,0,0,0
6963,1155,203_04_02.mp4,1,0,0,0,1,0,0,0,1,0,0,0,0,0
6964,1253,211_04_02.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6966,5384,117_04_02.mp4,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6967,684,163_01_01.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
6969,3184,200_01_02.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6970,4393,235_01_03.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6972,2372,121_02_01.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6974,1405,123_02_02.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
6975,3864,237_04_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6978,1241,120_02_01.mp4,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6979,1843,136_05_02.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
6980,4057,172_01_03.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6981,120,46_01_03.mp4,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6982,821,9_05_02.mp4,0,0,1,0,1,0,0,0,1,0,0,0,0,0
6983,5384,117_04_02.mp4,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6985,2750,142_04_02.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6988,3443,225_02_02.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6989,139,109_01_03.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6990,4329,220_04_01.mp4,1,0,0,0,1,0,0,0,1,0,0,0,0,0
6991,1554,76_04_02.mp4,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6992,1,149_07_01.mp4,0,0,1,0,1,0,0,1,0,0,0,0,0,0
6993,976,84_04_01.mp4,1,0,0,1,0,0,0,0,1,0,0,0,0,0
6994,5010,18_05_01.mp4,0,0,1,0,1,0,0,0,0,0,0,0,1,0
6995,158,145_03_01.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
6996,614,40_06_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6997,843,216_01_02.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
6999,1553,148_01_02.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
7001,1881,234_01_03.mp4,0,0,1,1,0,0,0,0,0,0,0,0,1,0
7003,2127,13_01_02.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
7004,3004,69_01_03.mp4,1,0,0,1,0,0,0,1,0,0,0,0,0,0
7005,276,154_06_01.mp4,0,0,1,1,0,0,0,0,0,0,0,1,0,0
7008,791,20_01_03.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
7010,1712,205_03_02.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
7011,4321,238_07_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
7012,1155,203_04_02.mp4,1,0,0,0,1,0,0,0,1,0,0,0,0,0
7013,2853,238_01_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
7014,788,170_06_03.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0
7016,4490,124_02_01.mp4,0,0,1,0,1,0,0,0,0,0,0,0,1,0
7017,1627,64_03_02.mp4,0,0,1,0,1,0,1,0,0,0,0,0,0,0
7018,3443,225_02_02.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
7019,5124,86_06_01.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
7020,791,20_01_03.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
7021,641,222_04_02.mp4,1,0,0,0,1,0,0,1,0,0,0,0,0,0
7025,3737,239_04_03.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
7026,825,211_01_03.mp4,1,0,0,1,0,0,0,0,0,1,0,0,0,0
7028,5405,57_05_01.mp4,0,0,1,0,1,0,0,0,0,1,0,0,0,0
7029,4529,51_03_03.mp4,1,0,0,1,0,0,0,0,1,0,0,0,0,0
7032,1627,64_03_02.mp4,0,0,1,0,1,0,1,0,0,0,0,0,0,0
7033,1551,232_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
7034,567,159_06_01.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
7035,289,24_03_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
7037,3091,146_01_03.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
7038,2742,6_04_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
7039,3297,7_01_03.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
7046,4379,235_01_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
7047,2247,203_07_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
7052,1253,211_04_02.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
7055,2693,130_01_02.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
7056,22,168_02_01.mp4,1,0,0,0,1,0,0,0,0,1,0,0,0,0
7057,2468,12_05_02.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
7058,3520,98_05_03.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
7059,955,174_05_01.mp4,0,0,1,1,0,0,0,0,0,0,1,0,0,0
7060,45,162_01_03.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
7063,2387,135_01_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
7064,4345,64_03_03.mp4,0,0,1,0,1,0,0,0,0,0,0,0,1,0
7065,1251,46_03_02.mp4,1,0,0,0,1,0,0,0,0,1,0,0,0,0
7066,4560,107_01_01.mp4,0,0,1,1,0,0,0,0,0,0,0,0,1,0
7067,3443,225_02_02.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
7070,3004,69_01_03.mp4,1,0,0,1,0,0,0,1,0,0,0,0,0,0
7073,2201,40_07_02.mp4,0,0,1,0,1,0,0,1,0,0,0,0,0,0
7074,289,24_03_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
7075,1268,122_02_01.mp4,0,0,1,0,1,0,0,0,0,0,0,0,1,0
7076,1241,120_02_01.mp4,1,0,0,0,1,0,0,0,0,1,0,0,0,0
7077,1783,230_05_02.mp4,0,0,1,1,0,0,0,0,0,0,1,0,0,0
7078,4771,238_01_02.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
7080,4268,145_01_02.mp4,1,0,0,1,0,0,1,0,0,0,0,0,0,0
7081,2127,13_01_02.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
7083,3775,218_04_02.mp4,1,0,0,1,0,0,0,0,0,0,0,1,0,0
7086,3532,181_02_02.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
7087,1556,128_03_02.mp4,1,0,0,1,0,0,0,1,0,0,0,0,0,0
7089,5244,205_01_02.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
7090,1627,64_03_02.mp4,0,0,1,0,1,0,1,0,0,0,0,0,0,0
7091,2689,8_04_01.mp4,1,0,0,1,0,0,0,1,0,0,0,0,0,0
7092,1646,41_01_02.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
7093,605,237_03_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
7094,956,154_01_03.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
7096,5154,85_05_02.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
7098,1881,234_01_03.mp4,0,0,1,1,0,0,0,0,0,0,0,0,1,0
7099,3996,221_04_03.mp4,1,0,0,0,1,0,0,0,1,0,0,0,0,0
7100,1405,123_02_02.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
7101,2337,184_02_02.mp4,0,0,1,1,0,0,0,0,0,0,1,0,0,0
7102,3468,202_04_02.mp4,1,0,0,0,1,0,0,1,0,0,0,0,0,0
7103,3468,202_04_02.mp4,1,0,0,0,1,0,0,1,0,0,0,0,0,0
7104,4032,133_02_01.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0
7105,2369,116_01_02.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
7107,1537,190_03_03.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
7108,3996,221_04_03.mp4,1,0,0,0,1,0,0,0,1,0,0,0,0,0
7112,484,23_02_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
7115,825,211_01_03.mp4,1,0,0,1,0,0,0,0,0,1,0,0,0,0
7116,4698,216_05_03.mp4,0,0,1,0,1,0,0,0,0,0,0,0,1,0
7119,4132,216_04_02.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
7120,347,48_06_01.mp4,0,0,1,0,1,0,0,0,1,0,0,0,0,0
7121,2920,89_05_01.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
7122,856,209_05_03.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
7125,1556,128_03_02.mp4,1,0,0,1,0,0,0,1,0,0,0,0,0,0
7127,1080,175_05_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
7128,857,171_06_01.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
7129,4382,225_05_01.mp4,1,0,0,0,1,0,0,0,0,1,0,0,0,0
7131,3520,98_05_03.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
7133,1155,203_04_02.mp4,1,0,0,0,1,0,0,0,1,0,0,0,0,0
7136,2337,184_02_02.mp4,0,0,1,1,0,0,0,0,0,0,1,0,0,0
7137,4156,137_01_03.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
7139,289,24_03_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
7140,276,154_06_01.mp4,0,0,1,1,0,0,0,0,0,0,0,1,0,0
7142,2394,47_01_01.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
7143,2747,191_04_01.mp4,0,1,0,0,1,0,0,0,0,0,1,0,0,0
7146,120,46_01_03.mp4,1,0,0,0,1,0,0,0,0,1,0,0,0,0
7147,347,48_06_01.mp4,0,0,1,0,1,0,0,0,1,0,0,0,0,0
7148,3720,233_06_03.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
7151,5244,205_01_02.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
7153,4328,154_05_02.mp4,1,0,0,1,0,0,0,0,1,0,0,0,0,0
7161,4007,189_04_03.mp4,1,0,0,1,0,0,0,0,0,1,0,0,0,0
7162,5071,224_03_03.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
7163,4268,145_01_02.mp4,1,0,0,1,0,0,1,0,0,0,0,0,0,0
7164,955,174_05_01.mp4,0,0,1,1,0,0,0,0,0,0,1,0,0,0
7168,1410,227_05_02.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
7170,4379,235_01_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
7172,3687,180_05_01.mp4,0,0,1,0,1,0,0,0,0,1,0,0,0,0
7173,3209,34_07_02.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
7174,3795,155_05_01.mp4,0,0,1,0,1,0,0,0,0,1,0,0,0,0
7175,2295,94_05_02.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
7176,223,236_06_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
7179,5405,57_05_01.mp4,0,0,1,0,1,0,0,0,0,1,0,0,0,0
7180,4481,74_02_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
7187,5078,79_01_02.mp4,1,0,0,1,0,0,0,0,1,0,0,0,0,0
7188,3164,165_01_03.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
7191,3398,236_03_01.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
7194,5384,117_04_02.mp4,1,0,0,1,0,0,0,0,0,1,0,0,0,0
7196,2747,191_04_01.mp4,0,1,0,0,1,0,0,0,0,0,1,0,0,0
7197,2693,130_01_02.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
7199,4890,189_03_02.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
7202,3520,98_05_03.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
7203,3768,97_03_03.mp4,0,0,1,0,1,0,1,0,0,0,0,0,0,0
7208,3024,142_05_03.mp4,0,0,1,0,1,0,0,0,1,0,0,0,0,0
7210,4221,156_02_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
7211,1791,72_06_01.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
7212,4007,189_04_03.mp4,1,0,0,1,0,0,0,0,0,1,0,0,0,0
7213,4729,199_02_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
7215,4379,235_01_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
7216,1268,122_02_01.mp4,0,0,1,0,1,0,0,0,0,0,0,0,1,0
7223,4873,175_02_03.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
7224,3091,146_01_03.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
7225,2405,202_04_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
7227,5381,11_06_03.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
7229,4729,199_02_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
7231,392,219_05_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
7232,1239,198_01_02.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
7233,2372,121_02_01.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
7234,1405,123_02_02.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
7235,5244,205_01_02.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
7238,5486,212_05_03.mp4,0,0,1,1,0,0,0,0,0,0,1,0,0,0
7239,72,104_01_02.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
7241,2337,184_02_02.mp4,0,0,1,1,0,0,0,0,0,0,1,0,0,0
7243,3295,88_05_01.mp4,0,0,1,0,1,0,0,0,0,0,0,0,1,0
7244,3996,221_04_03.mp4,1,0,0,0,1,0,0,0,1,0,0,0,0,0
7246,5512,135_05_01.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
7250,120,46_01_03.mp4,1,0,0,0,1,0,0,0,0,1,0,0,0,0
7252,3198,31_05_02.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
7253,2077,147_01_03.mp4,0,0,1,0,1,0,0,0,0,0,0,1,0,0
7254,2387,135_01_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
7255,4007,189_04_03.mp4,1,0,0,1,0,0,0,0,0,1,0,0,0,0
7257,2372,121_02_01.mp4,1,0,0,0,1,0,0,0,0,0,0,0,1,0
7258,4698,216_05_03.mp4,0,0,1,0,1,0,0,0,0,0,0,0,1,0
7259,2024,63_06_03.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
7260,2629,239_02_03.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
7262,4481,74_02_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
7265,2014,219_01_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
7266,1228,237_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
7267,754,112_01_02.mp4,1,0,0,1,0,0,0,0,1,0,0,0,0,0
7268,4558,37_03_03.mp4,1,0,0,1,0,0,1,0,0,0,0,0,0,0
7269,2762,239_05_02.mp4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
7272,2207,92_01_03.mp4,1,0,0,1,0,0,0,0,0,1,0,0,0,0
7275,1618,141_03_02.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
7277,146,74_05_02.mp4,0,0,1,0,1,0,0,0,0,1,0,0,0,0
7279,1622,81_01_01.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0
7280,3532,181_02_02.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
7281,3730,139_03_03.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
7282,1085,145_07_01.mp4,0,1,0,0,1,0,0,0,0,0,0,0,1,0
7284,1727,178_05_02.mp4,0,0,1,0,1,0,0,0,0,1,0,0,0,0
7286,1618,141_03_02.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
7287,4268,145_01_02.mp4,1,0,0,1,0,0,1,0,0,0,0,0,0,0
7288,15,159_05_01.mp4,0,0,1,1,0,0,0,0,0,0,0,0,1,0
7289,2333,236_07_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
7291,3014,147_04_02.mp4,1,0,0,0,1,0,0,0,1,0,0,0,0,0
7292,3284,150_06_03.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0
7295,125,213_05_03.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
7296,3206,30_03_03.mp4,1,0,0,1,0,0,0,0,0,1,0,0,0,0
7298,4328,154_05_02.mp4,1,0,0,1,0,0,0,0,1,0,0,0,0,0
7300,120,46_01_03.mp4,1,0,0,0,1,0,0,0,0,1,0,0,0,0
7303,1886,91_01_03.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
7304,17,109_05_02.mp4,0,0,1,0,1,0,0,0,1,0,0,0,0,0
7305,4989,209_04_02.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
7306,465,119_03_02.mp4,0,0,1,0,1,0,0,0,1,0,0,0,0,0
7308,146,74_05_02.mp4,0,0,1,0,1,0,0,0,0,1,0,0,0,0
7309,2742,6_04_01.mp4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
7310,3720,233_06_03.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
7312,3795,155_05_01.mp4,0,0,1,0,1,0,0,0,0,1,0,0,0,0
7313,4771,238_01_02.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
7314,229,143_03_02.mp4,0,0,1,0,1,0,0,1,0,0,0,0,0,0
7315,4968,62_04_01.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
